Genre,Movie Name,Year,Rating,Votes,Type,Detail/Main Story,Metascore
Documentary,202. The Walking Dead: Origins,2021,7.6?(962),Votes962,TV Series,"Revisiting the stories of major characters, presented and narrated by the cast members who play them; taking a look back at key moments and events that affected them the most on their journeys through The Walking Dead Universe.",
Documentary,203. Icarus,2017,7.9?(54K),"Votes54,024",,"When Bryan sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller.",68
Documentary,204. Oppenheimer: The Real Story,2023,7.1?(261),Votes261,,The documentary covers Oppenheimer's contribution to nuclear physics as a professor and leader of the Los Alamos Laboratory.,
Documentary,205. Tickled,2016,7.5?(20K),"Votes20,326",,"Journalist David Farrier stumbles upon a mysterious tickling competition online. As he delves deeper he comes up against fierce resistance, but that doesn't stop him getting to the bottom of a story stranger than fiction.",76
Documentary,206. Arnold,2023,8.0?(21K),"Votes20,742",TV Mini Series,"Follows the life of Arnold Schwarzenegger, from his days of lifting weights to his successes in Hollywood, his time serving as governor of California, and both the joys and volatility of his family life.",
Documentary,207. The Fall of Minneapolis,2023,8.1?(839),Votes839,,A multi-part documentary featuring: body worn camera video of George Floyd's arrest; interviews with officers who served during the riots; key evidence from the autopsy and Derek Chauvin's trial; and the aftermath that followed.,
Documentary,208. Bye Bye Tiberias,2023,7.0?(138),Votes138,,"Years after leaving her Palestinian village to pursue an acting career in France, Hiam Abbass returns home with her daughter, in this intimate documentary about four generations of women and their shared legacy of separation.",76
Documentary,209. Quarterback,2023?,8.0?(4K),"Votes3,971",TV Series,"It showcases Patrick Mahomes, Kirk Cousins and Marcus Mariota over the course of the 2022 season.",
Documentary,210. Most Disturbed Person on Planet Earth,2013,6.0?(105),Votes105,,A controversial shock video mixtape containing some of the most disturbing videos found on the internet put together by underground filmmaker Thomas Extreme Cinemagore.,
Documentary,211. Richard Hammond's Workshop,2021?,8.1?(1K),"Votes1,041",TV Series,Richard Hammond starts a prestige classic car restoration and repair business near his hometown in Herefordshire.,
Documentary,212. Police State,2023,5.9?(732),Votes732,,"Conservative film made by Dinesh D'Souza, which alleges the US Government is weaponized against all Christians and republicans, and that the FBI, CIA, DOJ, and Secret Service all are corrupt, and that Trump is the only man who can stop it.",
Documentary,213. Ben Fogle: New Lives in the Wild,2013?,8.6?(632),Votes632,TV Series,"A British urbanite follows in the footsteps of various individuals, who against all odds, have willingly forsaken the luxuries and lifestyle of the modern world, for a less-than-ordinary life in the wilderness.",
Documentary,214. Senna,2010,8.5?(75K),"Votes74,944",,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.",79
Documentary,215. Navalny,2022,7.7?(26K),"Votes26,494",,Follows the man who survived an assassination attempt by poisoning with a lethal nerve agent in August 2020. During his months-long recovery he makes shocking discoveries about the attempt on his life and decides to return home.,82
Documentary,216. I Am Not Your Negro,2016,7.9?(23K),"Votes23,279",,"Writer James Baldwin tells the story of race in modern America with his unfinished novel, Remember This House.",95
Documentary,217. The Cove,2009,8.4?(51K),"Votes51,167",,"Using state-of-the-art equipment, a group of activists, led by renowned dolphin trainer Ric O'Barry, infiltrate a cove near Taijii, Japan to expose both a shocking instance of animal abuse and a serious threat to human health.",84
Documentary,"218. Tiger King: Murder, Mayhem and Madness",2020?2021,7.5?(86K),"Votes85,918",TV Series,"A rivalry between big cat eccentrics takes a dark turn when Joe Exotic, a controversial animal park boss, is caught in a murder-for-hire plot.",
Documentary,219. Night Stalker: The Hunt for a Serial Killer,2021,7.5?(30K),"Votes29,557",TV Mini Series,This limited docu-series tells the true story of how one of the most notorious serial killers in American history was hunted down and brought to justice.,
Documentary,220. An Idiot Abroad,2010?2012,8.3?(34K),"Votes34,013",TV Series,British comedy duo Ricky Gervais and Stephen Merchant send their simple and closed-minded friend Karl Pilkington on a trip around the world to experience a variety of people and cultures.,
Documentary,221. Hot Girls Wanted,2015,6.1?(18K),"Votes18,385",,A documentary about young women who have been drawn into the sex trade - and how easy it is for a web-savvy generation to end up making porn.,
Documentary,222. Stutz,2022,7.8?(17K),"Votes17,232",,Follow Hill and his therapist as he has candid discussions of mental health and the progressively worsening anxiety attacks related to movie promotion that have turned his dream job into a nightmare.,76
Documentary,223. Jackass: The Movie,2002,6.6?(101K),"Votes101,463",,Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.,42
Documentary,224. Stamped from the Beginning,2023,6.4?(1.1K),"Votes1,059",,A hybrid documentary/scripted feature based on Dr. Kendi's National Book Award-winning "Stamped from the Beginning: The Definitive History of Racist Ideas".,75
Documentary,225. Searching for Sugar Man,2012,8.2?(72K),"Votes72,321",,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock n roller, Rodriguez.",79
Documentary,"226. The Billionaire, the Butler & the Boyfriend",2023,6.8?(1.1K),"Votes1,122",TV Mini Series,How did a feud between the world's richest woman and her daughter develop into a major scandal? This documentary series takes an in-depth look at the whole story.,
Documentary,227. Robson Green's Weekend Escapes,2023?,8.0?(44),Votes44,TV Series,"Relax, reset and recharge. Robson takes the roads less traveled across his beloved North East England. With friends and family, he finds well being and adventure in wonderful places.",
Documentary,228. How the Universe Works,2010?,8.9?(7.2K),"Votes7,175",TV Series,"A users guide to the cosmos from the big bang to galaxies, stars, planets and moons. Where did it all come from and how does it all fit together. A primer for anyone who has ever looked up at the night sky and wondered.",
Documentary,229. Demons and Saviors,2023?,6.0?(206),Votes206,TV Mini Series,"Christina Boyer was convicted of murdering her 3-year-old daughter after the public speculated she had telekinetic abilities. A team of amateur detectives, who believe Boyer is innocent, investigate the conspiracy behind her case.",
Documentary,230. Tell Me Who I Am,2019,7.6?(16K),"Votes16,337",,"After losing his memory in an accident, Alex Lewis trusts his twin brother, Marcus, to tell him about his past only to discover that he's hiding a dark secret about their childhood.",69
Documentary,231. Daniel,2023,7.5?(301),Votes301,,"Daniel Northcott began documenting his surroundings at 7 when he got his dad's video camera. He filmed his family and friends growing up then traveled, capturing meaningful moments with new people and places.",
Documentary,232. Wheeler Dealers,2003?,8.2?(3.5K),"Votes3,469",TV Series,Car enthusiast Mike Brewer teams up with mechanics to repair and restore classic cars in order to resell them.,
Documentary,233. 14 Peaks: Nothing Is Impossible,2021,7.7?(30K),"Votes29,842",,"Fearless Nepali mountaineer Nirmal Purja embarks on a seemingly impossible quest to summit all 14 of the world's 8,000-meter peaks in seven months.",68
Documentary,234. Secrets of Polygamy,2023?,7.6?(118),Votes118,TV Series,"Exposes the realities of life within the Fundamentalist Church of Jesus Christ of Latter-Day Saints (FLDS), the Kingston clan or The Order and the Apostolic United Brethren (AUB).",
Documentary,235. Chef's Table,2015?2019,8.5?(17K),"Votes16,815",TV Series,"Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven.",
Documentary,236. Telemarketers,2023,7.4?(4.1K),"Votes4,127",TV Mini Series,"Follows former telemarketing employees Pat Pespas and Sam Lipman-Stern, two longtime office friends who find themselves hot on the trail of a sobering look at the ugly side of American capitalism and the abuse of customer trust.",
Documentary,"237. Sex, Love, Misery: New New York",2022,6.4?(374),Votes374,,"Swiping. Dating. Ghosting. Have you wondered what was really going on in your date's head? SEX, LOVE, MISERY reveals candid thoughts and encounters between diverse singles looking to mingle or marry, from texts to hook ups and beyond.",
Documentary,238. Abducted in Plain Sight,2017,6.8?(22K),"Votes21,832",,"The twisting, turning, stranger-than-fiction true story of the Brobergs, a naive, church-going Idaho family that fell under the spell of a sociopathic neighbor with designs on their twelve-year-old daughter.",
Documentary,239. How to Get Rich,2023?,6.3?(1.5K),"Votes1,471",TV Series,Money holds power over us - but it doesn't have to. Finance expert Ramit Sethi works with people across the US to help them achieve their richest lives.,
Documentary,240. Malcolm Is Missing,2022,8.0?(9),Votes9,TV Movie,A single mother of two from small-town Canada looks for her missing father in Mexico and ends up taking on one of the most corrupt justice systems in the world.,
Documentary,241. American Idol: The Search for a Superstar,2002?,4.3?(22K),"Votes22,101",TV Series,Twelve American finalists (six men and six women) compete in a singing contest.,
Documentary,242. Seduced to Slay,2023?,6.2?(22),Votes22,TV Series,"It takes a certain kind of person to convince another to commit murder. In many cases, it's someone who can manipulate the person who loves them into killing for them. They'll offer love, sex, money, or just lie to get what they want.",
